35,2010-02-05,27.19,2.784,NA,NA,NA,NA,NA,135.3524608,9.262,FALSE
35,2010-02-12,29.81,2.773,NA,NA,NA,NA,NA,135.4113076,9.262,TRUE
35,2010-02-19,32.44,2.745,NA,NA,NA,NA,NA,135.4657781,9.262,FALSE
35,2010-02-26,36,2.754,NA,NA,NA,NA,NA,135.5195191,9.262,FALSE
35,2010-03-05,38.07,2.777,NA,NA,NA,NA,NA,135.5732602,9.262,FALSE
35,2010-03-12,45.98,2.818,NA,NA,NA,NA,NA,135.6270013,9.262,FALSE
35,2010-03-19,49.04,2.844,NA,NA,NA,NA,NA,135.6682247,9.262,FALSE
35,2010-03-26,52.34,2.854,NA,NA,NA,NA,NA,135.7073618,9.262,FALSE
35,2010-04-02,46.9,2.85,NA,NA,NA,NA,NA,135.7464988,9.051,FALSE
35,2010-04-09,62.62,2.869,NA,NA,NA,NA,NA,135.7856359,9.051,FALSE
35,2010-04-16,54.95,2.899,NA,NA,NA,NA,NA,135.82725,9.051,FALSE
35,2010-04-23,53.91,2.902,NA,NA,NA,NA,NA,135.8721667,9.051,FALSE
35,2010-04-30,53.55,2.921,NA,NA,NA,NA,NA,135.9170833,9.051,FALSE
35,2010-05-07,69.02,2.966,NA,NA,NA,NA,NA,135.962,9.051,FALSE
35,2010-05-14,53.82,2.982,NA,NA,NA,NA,NA,136.010394,9.051,FALSE
35,2010-05-21,63.31,2.958,NA,NA,NA,NA,NA,136.0796521,9.051,FALSE
35,2010-05-28,67.88,2.899,NA,NA,NA,NA,NA,136.1489101,9.051,FALSE
35,2010-06-04,74.29,2.847,NA,NA,NA,NA,NA,136.2181682,9.051,FALSE
35,2010-06-11,68.9,2.809,NA,NA,NA,NA,NA,136.2874263,9.051,FALSE
35,2010-06-18,70,2.78,NA,NA,NA,NA,NA,136.3243393,9.051,FALSE
35,2010-06-25,78.02,2.808,NA,NA,NA,NA,NA,136.3483143,9.051,FALSE
35,2010-07-02,76.25,2.815,NA,NA,NA,NA,NA,136.3722893,8.861,FALSE
35,2010-07-09,82.69,2.793,NA,NA,NA,NA,NA,136.3962643,8.861,FALSE
35,2010-07-16,78.26,2.783,NA,NA,NA,NA,NA,136.4179827,8.861,FALSE
35,2010-07-23,81.56,2.771,NA,NA,NA,NA,NA,136.4366924,8.861,FALSE
35,2010-07-30,79.78,2.781,NA,NA,NA,NA,NA,136.4554021,8.861,FALSE
35,2010-08-06,77.45,2.784,NA,NA,NA,NA,NA,136.4741118,8.861,FALSE
35,2010-08-13,77.36,2.805,NA,NA,NA,NA,NA,136.4928214,8.861,FALSE
35,2010-08-20,75.16,2.779,NA,NA,NA,NA,NA,136.5249182,8.861,FALSE
35,2010-08-27,70.31,2.755,NA,NA,NA,NA,NA,136.557015,8.861,FALSE
35,2010-09-03,78.52,2.715,NA,NA,NA,NA,NA,136.5891118,8.861,FALSE
35,2010-09-10,70.38,2.699,NA,NA,NA,NA,NA,136.6212085,8.861,TRUE
35,2010-09-17,64.5,2.706,NA,NA,NA,NA,NA,136.6338071,8.861,FALSE
35,2010-09-24,67.08,2.713,NA,NA,NA,NA,NA,136.6317821,8.861,FALSE
35,2010-10-01,70.19,2.707,NA,NA,NA,NA,NA,136.6297571,8.763,FALSE
35,2010-10-08,57.78,2.764,NA,NA,NA,NA,NA,136.6277321,8.763,FALSE
35,2010-10-15,58.38,2.868,NA,NA,NA,NA,NA,136.6401935,8.763,FALSE
35,2010-10-22,52.82,2.917,NA,NA,NA,NA,NA,136.688871,8.763,FALSE
35,2010-10-29,61.02,2.921,NA,NA,NA,NA,NA,136.7375484,8.763,FALSE
35,2010-11-05,45.91,2.917,NA,NA,NA,NA,NA,136.7862258,8.763,FALSE
35,2010-11-12,45.9,2.931,NA,NA,NA,NA,NA,136.8349032,8.763,FALSE
35,2010-11-19,50.81,3,NA,NA,NA,NA,NA,136.7715714,8.763,FALSE
35,2010-11-26,46.67,3.039,NA,NA,NA,NA,NA,136.6895714,8.763,TRUE
35,2010-12-03,41.81,3.046,NA,NA,NA,NA,NA,136.6075714,8.763,FALSE
35,2010-12-10,30.83,3.109,NA,NA,NA,NA,NA,136.5255714,8.763,FALSE
35,2010-12-17,31.62,3.14,NA,NA,NA,NA,NA,136.5292811,8.763,FALSE
35,2010-12-24,31.34,3.141,NA,NA,NA,NA,NA,136.597273,8.763,FALSE
35,2010-12-31,29.59,3.179,NA,NA,NA,NA,NA,136.665265,8.763,TRUE
35,2011-01-07,34.42,3.193,NA,NA,NA,NA,NA,136.7332569,8.549,FALSE
35,2011-01-14,25.7,3.205,NA,NA,NA,NA,NA,136.803477,8.549,FALSE
35,2011-01-21,30.13,3.229,NA,NA,NA,NA,NA,136.8870657,8.549,FALSE
35,2011-01-28,23.64,3.237,NA,NA,NA,NA,NA,136.9706544,8.549,FALSE
35,2011-02-04,28.7,3.231,NA,NA,NA,NA,NA,137.0542431,8.549,FALSE
35,2011-02-11,30.45,3.239,NA,NA,NA,NA,NA,137.1378318,8.549,TRUE
35,2011-02-18,39.32,3.245,NA,NA,NA,NA,NA,137.2511849,8.549,FALSE
35,2011-02-25,33.05,3.274,NA,NA,NA,NA,NA,137.3764439,8.549,FALSE
35,2011-03-04,36.99,3.433,NA,NA,NA,NA,NA,137.5017028,8.549,FALSE
35,2011-03-11,43.64,3.582,NA,NA,NA,NA,NA,137.6269617,8.549,FALSE
35,2011-03-18,46.65,3.631,NA,NA,NA,NA,NA,137.7398929,8.549,FALSE
35,2011-03-25,40.11,3.625,NA,NA,NA,NA,NA,137.8478929,8.549,FALSE
35,2011-04-01,37.27,3.638,NA,NA,NA,NA,NA,137.9558929,8.512,FALSE
35,2011-04-08,46.87,3.72,NA,NA,NA,NA,NA,138.0638929,8.512,FALSE
35,2011-04-15,52.24,3.821,NA,NA,NA,NA,NA,138.1646952,8.512,FALSE
35,2011-04-22,50.02,3.892,NA,NA,NA,NA,NA,138.2475036,8.512,FALSE
35,2011-04-29,61.71,3.962,NA,NA,NA,NA,NA,138.3303119,8.512,FALSE
35,2011-05-06,56.48,4.046,NA,NA,NA,NA,NA,138.4131202,8.512,FALSE
35,2011-05-13,60.07,4.066,NA,NA,NA,NA,NA,138.4959286,8.512,FALSE
35,2011-05-20,60.22,4.062,NA,NA,NA,NA,NA,138.587106,8.512,FALSE
35,2011-05-27,66.43,3.985,NA,NA,NA,NA,NA,138.6782834,8.512,FALSE
35,2011-06-03,74.17,3.922,NA,NA,NA,NA,NA,138.7694608,8.512,FALSE
