0,-667.6,-667.6
1,-667.6,-667.6
2,-667.6,-667.6
3,-667.6,-667.6
4,-667.6,-667.6
5,-667.6,-667.6
6,-667.6,-667.6
7,-667.6,-667.6
8,-667.6,-667.6
9,-667.6,-667.6
10,-667.6,-667.6
11,-667.6,-667.6
12,-667.6,-667.6
13,-667.6,-667.6
14,-667.6,-667.6
15,-667.6,-667.6
16,-667.6,-667.6
17,-667.6,-667.6
18,-667.6,-667.6
19,-667.6,-667.6
20,-667.6,-667.6
21,-667.6,-667.6
22,-667.6,-667.6
23,-667.6,-667.6
24,-667.6,-667.6
25,-667.6,-667.6
26,-667.6,-667.6
27,-667.6,-667.6
28,-667.6,-667.6
29,-667.6,-667.6
30,-667.6,-667.6
31,-667.6,-667.6
32,-667.6,-667.6
33,-667.6,-667.6
34,-667.6,-667.6
35,-667.6,-667.6
36,-667.6,-667.6
37,-667.6,-667.6
38,-667.6,-667.6
39,-667.6,-667.6
40,-667.6,-667.6
41,-667.6,-667.6
42,-667.6,-667.6
43,-667.6,-667.6
44,-667.6,-667.6
45,-667.6,-667.6
46,-667.6,-667.6
47,-667.6,-667.6
48,-667.6,-667.6
49,-667.6,-667.6
50,-667.6,-667.6
51,-667.6,-667.6
52,-667.6,-667.6
53,-667.6,-667.6
54,-667.6,-667.6
55,-667.6,-667.6
56,-667.6,-667.6
57,-667.6,-667.6
58,-667.6,-667.6
59,-667.6,-667.6
60,-667.6,-667.6
61,-667.6,-667.6
62,-29.97,-29.97
63,-667.6,-667.6
64,-667.6,-667.6
65,-667.6,-667.6
66,-667.6,-667.6
67,-667.6,-667.6
68,-667.6,-667.6
69,-667.6,-667.6
70,-667.6,-667.6
71,-667.6,-667.6
72,-667.6,-667.6
73,-667.6,-667.6
74,-667.6,-667.6
75,-667.6,-667.6
76,-667.6,-667.6
77,-667.6,-667.6
78,-667.6,-667.6
79,-667.6,-667.6
80,-667.6,-667.6
81,-667.6,-667.6
82,-667.6,-667.6
83,-667.6,-667.6
84,-667.6,-667.6
85,-667.6,-667.6
86,-667.6,-667.6
87,-667.6,-667.6
88,-667.6,-667.6
89,-667.6,-667.6
90,-667.6,-667.6
91,-667.6,-667.6
92,-667.6,-667.6
93,-667.6,-667.6
94,1272.0,1272.0
95,477.0,477.0
96,358.0,358.0
97,700.0,700.0
98,525.0,525.0
99,-667.6,-667.6
100,-667.6,-667.6
101,-667.6,-667.6
102,-667.6,-667.6
103,-667.6,-667.6
104,-667.6,-667.6
105,-667.6,-667.6
106,8.75,8.75
107,-667.6,-667.6
108,-667.6,-667.6
109,14.96,14.96
110,-667.6,-667.6
111,-667.6,-667.6
112,-667.6,-667.6
113,-667.6,-667.6
114,-667.6,-667.6
115,-667.6,-667.6
116,-667.6,-667.6
117,-667.6,-667.6
118,-667.6,-667.6
119,-667.6,-667.6
120,-667.6,-667.6
121,-667.6,-667.6
122,-667.6,-667.6
123,-667.6,-667.6
124,-667.6,-667.6
125,-667.6,-667.6
126,-667.6,-667.6
127,-667.6,-667.6
128,-667.6,-667.6
129,-667.6,-667.6
130,-667.6,-667.6
131,-667.6,-667.6
132,-175.0,-175.0
133,-666.6,105.2719881313075
134,-666.6,58.173477656733446
135,-666.6,347.7913125423758
136,-666.6,103.63590185679583
137,-666.6,61.44941627349258
138,-666.6,38.91371466573274
139,-666.6,35.97086679741974
140,-666.6,14.308231242665785
141,-666.6,41.83502116906919
142,-666.6,34.93723528505459
143,-666.6,-131.01880530433388
144,-666.6,-17.02039370409621
145,-666.6,-55.539239421281955
146,-666.6,670.7615749330323
147,-666.6,-15.489937442125607
148,-666.6,-110.19761102749153
149,-666.6,-134.21520140355042
150,-666.6,107.69336753938299
151,-666.6,-2.3132653921318616
152,-666.6,-28.149078727582456
153,-666.6,4.529188514481163
154,-666.6,21.88507755428986
155,-666.6,-27.24041221557282
156,-666.6,-577.9214258977293
157,-666.6,-913.5599295499808
158,-666.6,-233.04738934932718
159,-666.6,-193.76056456120122
160,-666.6,-154.6798847240251
161,-666.6,-488.5210480171228
162,-666.6,-166.12214874740434
163,-666.6,-222.43018618413964
164,-666.6,-172.7523609250176
165,-666.6,-416.4792081852178
166,-666.6,-297.3612361747228
167,-666.6,-264.5479345798913
168,-666.6,-275.7002723978777
169,-666.6,-403.9831789913715
170,-666.6,-309.5623832413237
171,-666.6,-348.11749386328313
172,-666.6,-311.7117048713966
173,-666.6,-317.31420737201944
174,-666.6,-523.6653846889986
175,-666.6,-428.56059352613926
176,-666.6,-427.3078759844679
177,-666.6,-459.6056791967885
178,-666.6,-564.6850953343652
179,-666.6,-446.8744825093202
180,-666.6,-412.7040456107662
181,-666.6,-455.5950070255831
